,imageURL,movieId,title,type,typeId,imdbRank,cast,releaseYear,duration,genres,cast1,cast2
2068,"{'height': 1000, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNmQ1OWFjYjEtMzNhNy00YzAyLTlhZmItYmY1Nzk1NjljYWEwXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg', 'width': 689}",tt0075551,Operation Petticoat,TV series,tvSeries,11060.0,"Melinda Naud, Jim Varney",1977.0,1977-1979,"Comedy, War",Melinda Naud, Jim Varney
2069,"{'height': 880, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMzljOWEyZDMtOTUzZS00ZDc5LTkyODgtNDY0ZTAyZmRiNzNiXkEyXkFqcGdeQXVyNzQzNDEyOQ@@._V1_.jpg', 'width': 580}",tt0053143,Operation Petticoat,feature,movie,12547.0,"Cary Grant, Tony Curtis",1959.0,,"Comedy, Romance, War",Cary Grant, Tony Curtis
2071,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNzFkNmZkMTctYjRhMS00ODZiLWFlNjQtZmZmN2IzMDJlNmVkXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_.jpg', 'width': 1313}",tt11663228,Jailer,feature,movie,6935.0,"Rajinikanth, Mohanlal",2023.0,,"Action, Comedy, Crime, Thriller",Rajinikanth, Mohanlal
2072,"{'height': 1326, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BOGIwNmI1ODItM2EwMS00YzY5LWI0OGQtZjY2M2Y5YzEyYTM4XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg', 'width': 1061}",tt21158466,Jailer,feature,movie,108748.0,"Divya Pillai, Dhyan Sreenivasan",2023.0,,Thriller,Divya Pillai, Dhyan Sreenivasan
2073,"{'height': 707, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNmYwZGM0ZjEtNGUyMC00NDJkLTg5OGQtM2U2ZDAwMjY4ZDU5XkEyXkFqcGdeQXVyOTA1NTMzNjU@._V1_.jpg', 'width': 479}",tt6353166,Jailers,TV series,tvSeries,161714.0,"Rodrigo Lombardi, Giovanna Rispoli",2017.0,2017-2021,Drama,Rodrigo Lombardi, Giovanna Rispoli
2074,"{'height': 1350, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNjFkMzJlMTMtYTVlZC00OWNjLWFlMTMtMTQzM2M0ZWIxYjAwXkEyXkFqcGdeQXVyMTM0MTY1MjMx._V1_.jpg', 'width': 1080}",tt23625104,Jailer Bhadradri,short,short,1941359.0,,2022.0,,Short,,
2075,"{'height': 2109, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYTU3MjhkY2YtOWE3NS00MTA5LWE4MzUtMjVkZTM4ZTAyMWRhXkEyXkFqcGdeQXVyMjg5MzkyNzA@._V1_.jpg', 'width': 1500}",tt10166416,Prisoner and Jailer,short,short,1589553.0,,2019.0,,"Short, Drama, History",,
2076,"{'height': 755, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMGY0YTM3MjItZmExMy00NDgyLThjNzUtZWQ1MzY2NGRmMjZhXkEyXkFqcGdeQXVyMzYyMzE1NjA@._V1_.jpg', 'width': 509}",tt4633690,Shot Caller,feature,movie,1077.0,"Nikolaj Coster-Waldau, Omari Hardwick",2017.0,,"Crime, Drama, Thriller",Nikolaj Coster-Waldau, Omari Hardwick
2082,"{'height': 1061, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BN2ZhY2IzMWQtMGU4MC00ODg2LThkNWMtNWMzYmM2OTc5ZDMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', 'width': 678}",tt2229499,Don Jon,feature,movie,3586.0,"Joseph Gordon-Levitt, Scarlett Johansson",2013.0,,"Comedy, Drama, Romance",Joseph Gordon-Levitt, Scarlett Johansson
2086,"{'height': 2552, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMDQ0NjgyN2YtNWViNS00YjA3LTkxNDktYzFkZTExZGMxZDkxXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg', 'width': 1728}",tt1160419,Dune,feature,movie,7.0,"Timothée Chalamet, Rebecca Ferguson",2021.0,,"Action, Adventure, Drama, Sci-Fi",Timothée Chalamet, Rebecca Ferguson
2087,"{'height': 4096, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BN2QyZGU4ZDctOWMzMy00NTc5LThlOGQtODhmNDI1NmY5YzAwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg', 'width': 2764}",tt15239678,Dune: Part Two,feature,movie,3.0,"Timothée Chalamet, Zendaya",2024.0,,"Action, Adventure, Drama, Sci-Fi",Timothée Chalamet, Zendaya
2088,"{'height': 1426, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYTAzYzNlMDMtMGRjYS00M2UxLTk0MmEtYmE4YWZiYmEwOTIwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg', 'width': 913}",tt0087182,Dune,feature,movie,20.0,"Kyle MacLachlan, Virginia Madsen",1984.0,,"Action, Adventure, Sci-Fi",Kyle MacLachlan, Virginia Madsen
2089,"{'height': 475, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTU4MjMyMTkxN15BMl5BanBnXkFtZTYwODA5OTU5._V1_.jpg', 'width': 325}",tt0142032,Dune,TV mini-series,tvMiniSeries,141.0,"William Hurt, Alec Newman",2000.0,2000-2000,"Adventure, Drama, Sci-Fi",William Hurt, Alec Newman
2091,"{'height': 475, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTI3ODIwMTQ5OF5BMl5BanBnXkFtZTYwNTkwNDk5._V1_.jpg', 'width': 317}",tt0287839,Children of Dune,TV mini-series,tvMiniSeries,217.0,"Alec Newman, Daniela Amavia",2003.0,2003-2003,"Adventure, Drama, Sci-Fi",Alec Newman, Daniela Amavia
2093,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTU0MzcxMTAxMl5BMl5BanBnXkFtZTgwODMyMTIxMTE@._V1_.jpg', 'width': 1382}",tt1935156,Jodorowsky's Dune,feature,movie,1832.0,"Alejandro Jodorowsky, Michel Seydoux",2013.0,,Documentary,Alejandro Jodorowsky, Michel Seydoux
2096,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTU2NjA1ODgzMF5BMl5BanBnXkFtZTgwMTM2MTI4MjE@._V1_.jpg', 'width': 1365}",tt2911666,John Wick,feature,movie,623.0,"Keanu Reeves, Michael Nyqvist",2014.0,,"Action, Crime, Thriller",Keanu Reeves, Michael Nyqvist
2098,"{'height': 6001, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMDExZGMyOTMtMDgyYi00NGIwLWJhMTEtOTdkZGFjNmZiMTEwXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg', 'width': 4051}",tt10366206,John Wick: Chapter 4,feature,movie,377.0,"Keanu Reeves, Laurence Fishburne",2023.0,,"Action, Crime, Thriller",Keanu Reeves, Laurence Fishburne
2102,"{'height': 3500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZTI3N2M5N2EtMzg1Zi00N2VlLTliYjEtY2Y3YTgwNTA3NTJiXkEyXkFqcGdeQXVyMTU4NDUzMjAx._V1_.jpg', 'width': 2388}",tt28074691,Eagle,feature,movie,2922.0,"Ravi Teja, Anupama Parameswaran",2024.0,,"Action, Thriller",Ravi Teja, Anupama Parameswaran
2103,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMjA5MTMzMDMzNl5BMl5BanBnXkFtZTcwMzUwNDUzMw@@._V1_.jpg', 'width': 1382}",tt1059786,Eagle Eye,feature,movie,7688.0,"Shia LaBeouf, Michelle Monaghan",2008.0,,"Action, Mystery, Thriller",Shia LaBeouf, Michelle Monaghan
2104,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTY1MjYwNTQ4Ml5BMl5BanBnXkFtZTcwMjYwNzAxNA@@._V1_.jpg', 'width': 1382}",tt1034389,The Eagle,feature,movie,10229.0,"Channing Tatum, Jamie Bell",2011.0,,"Action, Adventure, Drama",Channing Tatum, Jamie Bell
2105,"{'height': 755, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTUxOTc5MTU1NF5BMl5BanBnXkFtZTgwODYyNTA1NzE@._V1_.jpg', 'width': 509}",tt1083452,Eddie the Eagle,feature,movie,9000.0,"Taron Egerton, Hugh Jackman",2015.0,,"Adventure, Biography, Comedy, Drama, History, Sport",Taron Egerton, Hugh Jackman
2106,"{'height': 800, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZGY3MWIzZGYtOTliMy00YzQzLTgwNjgtNjlkYTA2Y2Y5YTVkL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_.jpg', 'width': 531}",tt0091278,Iron Eagle,feature,movie,10893.0,"Louis Gossett Jr., Jason Gedrick",1986.0,,"Action, Thriller, War",Louis Gossett Jr., Jason Gedrick
2107,"{'height': 2880, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZjlmYTRhMWItOGFiNC00NTczLTg4ODgtNWU0ZTVlOTg3ZTM1XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_.jpg', 'width': 1944}",tt14673560,Ride the Eagle,feature,movie,15669.0,"Jake Johnson, Susan Sarandon",2021.0,,"Comedy, Drama",Jake Johnson, Susan Sarandon
2108,"{'height': 661, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BOTUxMzY3MzI0NV5BMl5BanBnXkFtZTcwMDUwMDU0MQ@@._V1_.jpg', 'width': 450}",tt0494222,Eagle vs Shark,feature,movie,19314.0,"Loren Taylor, Jemaine Clement",2007.0,,"Comedy, Romance",Loren Taylor, Jemaine Clement
2109,"{'height': 1440, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BOWQzNzY0MGMtZWY1NC00ZDNkLWEyODAtZmRjNDkwNzgyODY3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg', 'width': 960}",tt0074452,The Eagle Has Landed,feature,movie,10853.0,"Michael Caine, Donald Sutherland",1976.0,,"Adventure, Drama, Thriller, War",Michael Caine, Donald Sutherland
2111,"{'height': 3000, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNTgxNDZlODQtNDcwOC00NWQ5LTljNWMtMDhjY2U5YTUzMTc4XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_.jpg', 'width': 2000}",tt0804503,Mad Men,TV series,tvSeries,437.0,"Jon Hamm, Elisabeth Moss",2007.0,2007-2015,Drama,Jon Hamm, Elisabeth Moss
2112,"{'height': 1000, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BN2EwM2I5OWMtMGQyMi00Zjg1LWJkNTctZTdjYTA4OGUwZjMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg', 'width': 675}",tt1392190,Mad Max: Fury Road,feature,movie,296.0,"Tom Hardy, Charlize Theron",2015.0,,"Action, Adventure, Sci-Fi, Thriller",Tom Hardy, Charlize Theron
2113,"{'height': 1023, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTM4Mjg5ODEzMV5BMl5BanBnXkFtZTcwMDc3NDk0NA@@._V1_.jpg', 'width': 682}",tt0079501,Mad Max,feature,movie,1410.0,"Mel Gibson, Joanne Samuel",1979.0,,"Action, Adventure, Sci-Fi, Thriller",Mel Gibson, Joanne Samuel
2114,"{'height': 2000, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNjYxZjY3ZDAtNDc1Mi00YzMxLWI4MWEtNzQwZGExYmMzODFhXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_.jpg', 'width': 1350}",tt12037194,Furiosa: A Mad Max Saga,feature,movie,256.0,"Anya Taylor-Joy, Chris Hemsworth",2024.0,,"Action, Adventure, Sci-Fi, Thriller",Anya Taylor-Joy, Chris Hemsworth
2115,"{'height': 2075, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYWJkY2Q4NmYtOGRlMi00YTg5LWE2ZmQtY2NkYzk3YTRmNWZlXkEyXkFqcGdeQXVyMTY3ODkyNDkz._V1_.jpg', 'width': 1400}",tt11057302,Madame Web,feature,movie,29.0,"Dakota Johnson, Sydney Sweeney",2024.0,,"Action, Adventure, Sci-Fi, Thriller",Dakota Johnson, Sydney Sweeney
2116,"{'height': 1384, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BN2VlNjNhZWQtMTY2OC00Y2E1LWJkNGUtMDU4M2ViNzliMGYwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg', 'width': 916}",tt0082694,The Road Warrior,feature,movie,2234.0,"Mel Gibson, Bruce Spence",1981.0,,"Action, Adventure, Sci-Fi, Thriller",Mel Gibson, Bruce Spence
2117,"{'height': 1500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BN2YyYjUzYmMtZDNmMy00ODRmLWExOTYtMzg5NzQ5NzZhNjA1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg', 'width': 981}",tt0057193,It's a Mad Mad Mad Mad World,feature,movie,2742.0,"Spencer Tracy, Milton Berle",1963.0,,"Action, Adventure, Comedy, Crime",Spencer Tracy, Milton Berle
2118,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZmFmOTliOTQtOTBjYy00YWM3LTk2NmMtZjMyOTNhYjEyNTdhXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_.jpg', 'width': 1446}",tt14209560,Bheemla Nayak,feature,movie,86278.0,"Pawan Kalyan, Rana Daggubati",2022.0,,"Action, Drama, Thriller",Pawan Kalyan, Rana Daggubati
2119,,tt15353742,"Thaman S, Sri Krishna, Prudhvi Chandra & Ram Miriyala: Bheemla Nayak Title Song",musicVideo,musicVideo,2518720.0,"Prudhvi Chandra, Sri Krishna",2021.0,,Music,Prudhvi Chandra, Sri Krishna
2120,"{'height': 1280, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYjQxNDJiMjktODE0MC00YzdiLWI5OWMtMzczMWUzZjdkNzlhXkEyXkFqcGdeQXVyODEyNjEwMDk@._V1_.jpg', 'width': 819}",tt8269248,Vakeel Saab,feature,movie,77573.0,"Pawan Kalyan, Nivetha Thomas",2021.0,,"Action, Crime, Drama, Thriller",Pawan Kalyan, Nivetha Thomas
2122,"{'height': 1080, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZDM0YzgzYWMtMDU2Yi00MzUzLWI2OGYtZTQyNTJkMzg1ZGEyXkEyXkFqcGdeQXVyNjMxMzAwMDY@._V1_.jpg', 'width': 1080}",tt28101113,Vakeel Sahiba,TV series,tvSeries,308077.0,"Raman Atre, Samwad Bhatt",2023.0,,,Raman Atre, Samwad Bhatt
2123,"{'height': 1920, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMjg0MWY1YzYtY2NlOS00MmMwLWI0NWItOTk2MzYwYjZjZWViXkEyXkFqcGdeQXVyNjU0OTk1MDk@._V1_.jpg', 'width': 1080}",tt15071072,Virus vs Vakeelsaab,short,short,1382687.0,"Ashish Kovuri, Aneesh Sama",2021.0,,"Short, Drama",Ashish Kovuri, Aneesh Sama
2125,"{'height': 3000, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTk5OGFiYzktMTkwNS00ZjQ5LWFkNGQtNGM0MjA4MWE2MDIwXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_.jpg', 'width': 2025}",tt3402236,Murder on the Orient Express,feature,movie,1366.0,"Kenneth Branagh, Penélope Cruz",2017.0,,"Crime, Drama, Mystery, Thriller",Kenneth Branagh, Penélope Cruz
2126,"{'height': 755, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTY1MTE4NzAwM15BMl5BanBnXkFtZTcwNzg3Mjg2MQ@@._V1_.jpg', 'width': 508}",tt0910936,Pineapple Express,feature,movie,3091.0,"Seth Rogen, James Franco",2008.0,,"Action, Comedy, Crime",Seth Rogen, James Franco
2127,"{'height': 1709, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNmEyYzUwYTMtYTNiNS00YWE4LWIxZTEtNTVlZDBlNmQ4NGE2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg', 'width': 1155}",tt0109424,Chungking Express,feature,movie,4131.0,"Brigitte Lin, Takeshi Kaneshiro",1994.0,,"Comedy, Crime, Drama, Mystery, Romance",Brigitte Lin, Takeshi Kaneshiro
2128,"{'height': 1500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNDU1MjQ0YWMtMWQ2MS00NTdmLTg1MGItNDA5NTNkNTRhOTIyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg', 'width': 979}",tt0077928,Midnight Express,feature,movie,5660.0,"Brad Davis, Irene Miracle",1978.0,,"Biography, Crime, Drama, Thriller",Brad Davis, Irene Miracle
2129,"{'height': 1000, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNDlkZjJjYTktZDI4OS00MWFkLTg1MzMtNTY3MmI2OTBkMTU1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg', 'width': 656}",tt0071877,Murder on the Orient Express,feature,movie,4148.0,"Albert Finney, Lauren Bacall",1974.0,,"Crime, Drama, Mystery",Albert Finney, Lauren Bacall
2130,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTM1NTU0NTE4MV5BMl5BanBnXkFtZTcwMTQ0MjEzMw@@._V1_.jpg', 'width': 1386}",tt0338348,The Polar Express,feature,movie,6701.0,"Tom Hanks, Chris Coppola",2004.0,,"Animation, Adventure, Comedy, Family, Fantasy, Musical",Tom Hanks, Chris Coppola
2131,"{'height': 815, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTM3MTY5OTA5MF5BMl5BanBnXkFtZTcwMjA5ODk3MQ@@._V1_.jpg', 'width': 550}",tt0469903,The Express,feature,movie,15316.0,"Rob Brown, Dennis Quaid",2008.0,,"Biography, Drama, Sport",Rob Brown, Dennis Quaid
2132,"{'height': 2917, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMmRiMjliYWEtNWY1ZC00ZmU3LTlmMGQtMzY0NDU5YWE1MDlhXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg', 'width': 1919}",tt0089539,Malibu Express,feature,movie,10457.0,"Darby Hinton, Sybil Danning",1985.0,,"Comedy, Crime, Mystery, Thriller",Darby Hinton, Sybil Danning
2140,"{'height': 1920, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTU0Yjc3MWItMWMwMy00ODE1LWFiNGQtYjFmNjgzYzlmNDU3XkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_.jpg', 'width': 1080}",tt12015102,Vikrant Rona,feature,movie,64041.0,"Sudeep, Nirup Bhandari",2022.0,,"Action, Crime, Drama, Mystery, Thriller",Sudeep, Nirup Bhandari
2141,"{'height': 1350, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BODI5NDUxNjAtZTIxYS00N2M1LWI5NmItODBmM2QyNTU4ZDY4XkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_.jpg', 'width': 1080}",tt1190634,The Boys,TV series,tvSeries,77.0,"Karl Urban, Jack Quaid",2019.0,,"Action, Comedy, Crime, Drama, Sci-Fi",Karl Urban, Jack Quaid
2142,"{'height': 1500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTQwZjRiMjUtYmU0OS00Y2EwLWJhZTctOWI1ZGU2NWExM2FkXkEyXkFqcGdeQXVyMTY3ODkyNDkz._V1_.jpg', 'width': 1000}",tt26458038,Manjummel Boys,feature,movie,302.0,"Soubin Shahir, Sreenath Bhasi",2024.0,,"Adventure, Thriller",Soubin Shahir, Sreenath Bhasi
2143,"{'height': 1500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNGU1Nzc4YWMtZmZiYi00NzFkLTk2MDUtOGRlNGU1Njk0ZTdkXkEyXkFqcGdeQXVyMTY3ODkyNDkz._V1_.jpg', 'width': 1000}",tt1856080,The Boys in the Boat,feature,movie,456.0,"Joel Edgerton, Callum Turner",2023.0,,"Biography, Drama, Sport",Joel Edgerton, Callum Turner
2144,,tt4919268,Bad Boys 4,feature,movie,749.0,"Will Smith, Vanessa Hudgens",2024.0,,"Action, Adventure, Comedy, Crime, Thriller",Will Smith, Vanessa Hudgens
2145,"{'height': 1250, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNGRlZTkxMGQtZWYxZC00N2UzLTk5M2QtZTdiMDI4MDEzOTBmXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_.jpg', 'width': 1000}",tt8323628,My Life with the Walter Boys,TV series,tvSeries,658.0,"Nikki Rodriguez, Noah LaLonde",2023.0,,"Drama, Romance",Nikki Rodriguez, Noah LaLonde
2146,"{'height': 1500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMWEzNmUxZTMtZjY0My00OGNmLWIyNDctODM2YzZjM2YwZWEwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', 'width': 1025}",tt0093437,The Lost Boys,feature,movie,1506.0,"Jason Patric, Corey Haim",1987.0,,"Comedy, Horror",Jason Patric, Corey Haim
2147,"{'height': 1500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMGE1ZTQ0ZTEtZTEwZS00NWE0LTlmMDUtMTE1ZWJiZTYzZTQ2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg', 'width': 1013}",tt0112442,Bad Boys,feature,movie,2503.0,"Will Smith, Martin Lawrence",1995.0,,"Action, Comedy, Crime, Thriller",Will Smith, Martin Lawrence
2148,"{'height': 2198, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZjljNjI3YzUtMDNlNS00MjE5LThhYzktODU4NjJkYzk0ZGY2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg', 'width': 1468}",tt0171804,Boys Don't Cry,feature,movie,4240.0,"Hilary Swank, Chloë Sevigny",1999.0,,"Biography, Crime, Drama, Romance",Hilary Swank, Chloë Sevigny
2149,"{'height': 11811, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNDExZjFiYjItMmM3OS00OGUxLTliMTctMzFhZDkzMmFhMzY1XkEyXkFqcGdeQXVyMTA1NTAyMjAw._V1_.jpg', 'width': 8268}",tt6836936,Saaho,feature,movie,25430.0,"Prabhas, Shraddha Kapoor",2019.0,,"Action, Thriller",Prabhas, Shraddha Kapoor
2150,"{'height': 542, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BM2IxZTY3YjEtMTRkMy00ZmI2LWEzODktMjIxYjlkYjQxN2VmXkEyXkFqcGdeQXVyNjk5NzY4OTk@._V1_.jpg', 'width': 770}",tt11367730,Saaho - The Game,video game,videoGame,207208.0,Action,2019.0,,Action,Action,
2152,"{'height': 960, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNGNlMzFkMWItYWUxOS00MjA1LWI4ZTctOWRkNjFiNGU0M2M3XkEyXkFqcGdeQXVyNTYwMjI2Nzc@._V1_.jpg', 'width': 720}",tt9391692,Sakho & Mangane,TV series,tvSeries,204459.0,"Issaka Sawadogo, Yann Gael",2019.0,2019-2019,"Action, Crime, Fantasy, Mystery",Issaka Sawadogo, Yann Gael
2153,"{'height': 1280, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNDY3NmJlOTMtNjc1MC00MzIwLWJiNDgtN2EyOTVlYjUxNzdjXkEyXkFqcGdeQXVyNDMwOTc5MDg@._V1_.jpg', 'width': 853}",tt12754200,Saho,feature,movie,405154.0,"Dasun Pathirana, Dinara Punchihewa",2023.0,,"Drama, Romance",Dasun Pathirana, Dinara Punchihewa
2154,"{'height': 2222, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BY2VhMmI5YzYtOWVhOS00ZjYyLWIxOWUtNzUzZTM1ZjQzMjc5XkEyXkFqcGdeQXVyMTA5MTI3NzUz._V1_.jpg', 'width': 1500}",tt11165518,Saho,short,short,468085.0,"Rajnish Jaiswal, Dipti Mehta",2019.0,,"Short, Drama",Rajnish Jaiswal, Dipti Mehta
2157,"{'height': 1000, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNjY4NmEwMzctN2ZkNy00NTAwLTg2OGYtNmUxNTgzMzc3YjI1XkEyXkFqcGdeQXVyNjE2NTgxOTE@._V1_.jpg', 'width': 706}",tt0843335,Desamuduru,feature,movie,47744.0,"Allu Arjun, Hansika Motwani",2007.0,,"Action, Drama, Romance",Allu Arjun, Hansika Motwani
2158,"{'height': 600, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNmFmZDBiYWMtNzcyMC00Mjc2LWI1YTMtZWNlMGQ5MTg0YTFhXkEyXkFqcGdeQXVyMTA4NDIzMTY1._V1_.jpg', 'width': 400}",tt13953018,Desamudurs,feature,movie,314626.0,"Krishna Murali Posani, Ballireddy Prudhviraj",2018.0,,Comedy,Krishna Murali Posani, Ballireddy Prudhviraj
2161,"{'height': 673, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMjRlZmZhMDYtMGVlZi00Yzc0LTk5ZGItOWE4MTc2ODQ3NGU3XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg', 'width': 552}",tt0959285,Azhagiya Tamilmagan,feature,movie,162043.0,"Joseph Vijay, Shriya Saran",2007.0,,"Action, Drama, Thriller",Joseph Vijay, Shriya Saran
2163,"{'height': 1280, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BOWI0YTA2Y2MtYmVmZS00ZWZjLThmNTUtZGU3ZTk1NmVhYzMzXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg', 'width': 767}",tt5948916,Manamantha,feature,movie,132480.0,"Mohanlal, Gautami",2016.0,,Drama,Mohanlal, Gautami
2164,"{'height': 1071, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNjY0Y2Y1ZGQtZWMxNi00NjRhLWIxNjQtMDljYzVlZjNkNjUxXkEyXkFqcGdeQXVyMzU1ODUxOTk@._V1_.jpg', 'width': 750}",tt0198712,A Quack in Need,feature,movie,266436.0,"Alberto Olmedo, Javier Portales",1987.0,,Comedy,Alberto Olmedo, Javier Portales
2165,,tt6925320,Naa Manasistha raa,feature,movie,438487.0,"Brahmanandam, Richa Pallod",2002.0,,Romance,Brahmanandam, Richa Pallod
2166,"{'height': 925, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZTM0NTU4NWYtYjllYi00NWIzLTg1ZTctYTkxMjEzZGZlMmI2XkEyXkFqcGdeQXVyMTU0NTE4MTkz._V1_.jpg', 'width': 664}",tt0216196,Angel of Death,feature,movie,164769.0,"Mira Sorvino, Olivier Martinez",2001.0,,"Drama, Thriller",Mira Sorvino, Olivier Martinez
2167,"{'height': 1701, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNjg2ODMyNzYwOV5BMl5BanBnXkFtZTgwMDAwNDMzNjE@._V1_.jpg', 'width': 1190}",tt3616724,Semana Santa,feature,movie,181270.0,"Anajosé Aldrete Echevarria, Tenoch Huerta",2015.0,,Drama,Anajosé Aldrete Echevarria, Tenoch Huerta
2168,,tt0158684,Janasanthsa,feature,movie,1918096.0,,1972.0,,Documentary,,
